Open,High,Low,Close,Volume,Date
0.8643602413197673,0.8627885660921945,0.8594153442318343,0.8578947541906343,0.10714639466623231,2023-09-01
0.8442670249917195,0.8505084576988223,0.8555850497680243,0.856975265632208,0.1187969527616423,2023-09-05
0.850073022784062,0.8516250066639438,0.8468160559826162,0.8432848061657532,0.09771126954324443,2023-09-06
0.8256883044046492,0.8424909605857048,0.8394578235680591,0.8517645688629907,0.1104965079141473,2023-09-07
0.8385116228714438,0.8519801146877338,0.8587097274182444,0.8619814397671424,0.11968290583804557,2023-09-08
0.8537583259442469,0.8595815631705376,0.8655638354159815,0.8674985280805809,0.11275046058554346,2023-09-11
0.8512340617851615,0.8532486602456425,0.8593144250191144,0.8504365059246424,0.09109248469667387,2023-09-12
0.8388144679723275,0.8538575569581409,0.8492348623862237,0.8650464539495235,0.10410113732162628,2023-09-13
0.8639563457450488,0.8726328183583557,0.8707043224182941,0.8802694989886097,0.13348286313620789,2023-09-14
0.8680961537425296,0.8707044698756979,0.8719137660972448,0.87321982510254,0.46248731601340926,2023-09-15
0.856282675919185,0.8764893502090328,0.8764498414871301,0.8799631074443885,0.10232592948033624,2023-09-18
0.8625428654705773,0.8688271391166081,0.8751394638650952,0.8786348875431589,0.09402218294435775,2023-09-19
0.8683991233391712,0.8654271284246279,0.8451023281451334,0.8353154867583759,0.1599943210958084,2023-09-20
0.8033735822383561,0.8080866123526439,0.810529405955544,0.8023152966763267,0.16643151307578696,2023-09-21
0.7962045480640776,0.8062597513838358,0.8046832445679793,0.8011914424464988,0.11459830557347027,2023-09-22
0.7870162400289917,0.7982422499642868,0.7998450691716433,0.8105908506650439,0.08489741653881795,2023-09-25
0.7884704219053322,0.7899711925595642,0.7812989386183867,0.7828013573522119,0.14794645981955173,2023-09-26
0.7735871445764575,0.7931679755162987,0.7932935322176461,0.803337125033335,0.13017677240140607,2023-09-27
0.7862083927261034,0.8181337159803354,0.8064975559472091,0.8203989902263924,0.12398280480637798,2023-09-28
0.8204379665553956,0.8253397126885921,0.8128480098827032,0.8073217847370235,0.17940604825307666,2023-09-29
0.8010007636748653,0.8301094660492755,0.8203570504722536,0.8412413064146178,0.13508748373918422,2023-10-02
0.829020262434317,0.8288916688406506,0.8279167255010998,0.8221359414704252,0.13969113804799776,2023-10-03
0.816196999750967,0.8423895572018959,0.8341155445755924,0.8524798487128966,0.17512155716433386,2023-10-04
0.8411369821857495,0.841679111876639,0.8444472260428532,0.8496192002019172,0.09890648077426796,2023-10-05
0.8291215872436646,0.8689390193291943,0.8493360396181914,0.8776133731119131,0.15287588072540298,2023-10-06
0.8599177324704459,0.8768954710460991,0.8670758532041877,0.8854801957578271,0.10634848661605546,2023-10-09
0.8752651721484905,0.8847099781495474,0.8845133490203844,0.8824150246125646,0.1388789226810591,2023-10-10
0.8786980978632635,0.8997299100738477,0.8987253447238023,0.9079568094657409,0.1453876512448466,2023-10-11
0.9020226004110279,0.9013538987659216,0.894794466637474,0.8935512271122612,0.12367134552610205,2023-10-12
0.8867758755331081,0.8907991283928433,0.8798768132210658,0.8760806305764006,0.13760006867512048,2023-10-13
0.8774864942960645,0.886384398088779,0.8934842429878641,0.8955947268633966,0.11456418812580753,2023-10-16
0.8805157763646574,0.8898858522232495,0.8855114186838825,0.9007032407969131,0.11542702938282638,2023-10-17
0.8877856196228664,0.8973958981141829,0.8872852633887737,0.88323233033529,0.1251218873331822,2023-10-18
0.8781934287160038,0.8873994000091875,0.8862270098660837,0.8801673161529089,0.16393103433095685,2023-10-19
0.8659758633900452,0.8674569628668923,0.8624895779158132,0.8572818141393106,0.19847880205937318,2023-10-20
0.8421465675071866,0.8672540504222207,0.8510492885265876,0.8691331395260318,0.15236962182460112,2023-10-23
0.8717313894318279,0.8844056516610791,0.8877390032850038,0.8918145897939909,0.21570150975208724,2023-10-24
0.7769191220695029,0.7767269000605731,0.7601316070092222,0.7543984530994126,0.5707529830755448,2023-10-25
0.7234042311745825,0.7296364410603936,0.722131672125298,0.7213981845359227,0.2968372025453817,2023-10-26
0.7189614951696766,0.7192847464133397,0.7134632747687052,0.72098953167456,0.33491997807678847,2023-10-27
0.723303307921358,0.7406987246137332,0.7378558255830884,0.7449990448808677,0.18962257298382396,2023-10-30
0.7415791090612018,0.7408001656996991,0.7383094728797021,0.740401523607296,0.15614125063557505,2023-10-31
0.7321887121970363,0.7527756737129735,0.7483889738582689,0.7635935741279967,0.21571691763167689,2023-11-01
0.7747986211012219,0.7766252782214677,0.780492321587534,0.7739125493864085,0.1888092570540575,2023-11-02
0.7700531584727661,0.7831206995531926,0.7895640644294811,0.792200765570757,0.13859827915996242,2023-11-03
0.7814628285301031,0.7915440615360808,0.7988370958739538,0.803234785234753,0.09271581486772336,2023-11-06
0.7992337575571953,0.8090000043000135,0.8110334524229862,0.8129407419604004,0.13523495915811345,2023-11-07
0.8030707296024728,0.8116386430023085,0.8213146551135796,0.8217272101276218,0.0897795132430725,2023-11-08
0.8131678156829312,0.8159012169281982,0.8147628005833677,0.8056868593658104,0.12150763900658797,2023-11-09
0.794689988104939,0.8190472635027081,0.808311840560351,0.8299005812806381,0.15338434075186053,2023-11-10
0.8131675977117205,0.8174232519860506,0.8274629246423667,0.825609373069847,0.10426622174580082,2023-11-13
0.8362901763140032,0.849189196176204,0.8509485149025396,0.8438975892541956,0.16928087023703925,2023-11-14
0.846286422471805,0.8451296165559473,0.8532667956464511,0.8536037029427244,0.09800401925544723,2023-11-15
0.8495176410694061,0.8658332812015558,0.8608265242504735,0.8773066676419294,0.11753020494680981,2023-11-16
0.8582011922435986,0.8569023103503653,0.8547787352664714,0.8593251569275646,0.2050271508849626,2023-11-17
0.8347756874644257,0.8612154985777146,0.8548795559802652,0.8693375051974335,0.1390385042910945,2023-11-20
0.8594128482703742,0.8666958980382716,0.8772058619333777,0.876489361919204,0.11789339067999376,2023-11-21
0.8711251946544505,0.8883632720837807,0.8902585026676612,0.8907926044741015,0.11413276749729813,2023-11-22
0.8755678357935952,0.8739215470117004,0.8748368257080218,0.8724023624169333,0.020829252079513458,2023-11-24
0.8556768193207038,0.8734447852305934,0.8755425114541296,0.8706657250986629,0.120516031898713,2023-11-27
0.8562827604013186,0.8636005935314736,0.8705028695431171,0.876489361919204,0.11127680695907886,2023-11-28
0.8699642042256435,0.8738506734521602,0.862993516764701,0.8538079116512449,0.15494493884172367,2023-11-29
0.843863091361891,0.8463476131376896,0.8276646696574926,0.828470335506589,0.2528818237646733,2023-11-30
0.812764006876928,0.8112327179205262,0.8212338679322192,0.8223403071418267,0.19074954931952204,2023-12-01
0.79230716566058,0.7904276499947743,0.7934949043028409,0.794857048410335,0.1890888000123263,2023-12-04
0.7829774453382703,0.8116387181895574,0.796821322412879,0.812838716087581,0.13535932275765827,2023-12-05
0.808522937111162,0.809304286456359,0.8127467935073059,0.80303026260047,0.10372364427168053,2023-12-06
0.8458824579461666,0.8771996542459427,0.862338189606029,0.8747522537122898,0.3464945973370782,2023-12-07
0.836391550765835,0.8568010939973322,0.8556862228662153,0.8562602997080648,0.17697160327791633,2023-12-08
0.8178126815968132,0.8243246867144992,0.8286727533969419,0.836439497951085,0.19333477140209504,2023-12-11
0.8122588925760015,0.8217871532631601,0.8280676733768891,0.825609373069847,0.21623858441206834,2023-12-12
0.825132988655215,0.824223229579275,0.8292774777355935,0.8289812496850932,0.20336750214059474,2023-12-13
0.8274049089849835,0.826811221671181,0.8102271220417409,0.8211142700762981,0.2496417667995413,2023-12-14
0.8087251553995263,0.8247307141694585,0.8260521132902273,0.8276530297838638,0.5685287456005,2023-12-15
0.8182162140362821,0.8607586389693823,0.8375425292703719,0.8618790999685604,0.20650740788839417,2023-12-18
0.8600184012231615,0.8647167125511138,0.8746352761612012,0.8711764823142858,0.15105224811968843,2023-12-19
0.8835448825906271,0.9084377894915502,0.8943914109075505,0.8871148072032777,0.2924338506712333,2023-12-20
0.8879878356684408,0.8978020146877869,0.9051062038801733,0.9089789517485116,0.12288334254137566,2023-12-21
0.9017197618921382,0.9101833534446732,0.9210517327266973,0.9183782030041754,0.12741766139203586,2023-12-22
0.9103023201198963,0.9172369172295843,0.9255372939702499,0.9194000313611836,0.04659893069315647,2023-12-26
0.908787859372763,0.9108939765234946,0.9109320101376338,0.9053008405519254,0.1139346661882887,2023-12-27
0.8988925102192435,0.9002375238372372,0.9086841538270268,0.9036659151807123,0.05785108504489196,2023-12-28
0.8870787403906137,0.8917632377946142,0.8993302484996003,0.9000899868198269,0.0874397166711056,2023-12-29
0.8761739315065127,0.8834412790991929,0.8775584849858403,0.8860929788462695,0.144568832500941,2024-01-02
0.8660770025623763,0.8882620690238817,0.8845134561787672,0.8942666639250483,0.1324890549026772,2024-01-03
0.8786983625192748,0.883644291898971,0.8802799994923284,0.8705635422629621,0.12455399691402184,2024-01-04
0.8635727583679196,0.8651227116021923,0.8685877480794036,0.8639225997196958,0.09358636006453701,2024-01-05
0.8600184638686992,0.8836949481088553,0.8789696279043183,0.8960033012433186,0.11786257492081452,2024-01-08
0.8808187268484549,0.9056165463037075,0.8982216519412586,0.9167435915587245,0.13915186226236098,2024-01-09
0.9056578029425113,0.9231231560780108,0.9251342586846224,0.9294125365939339,0.10681952750636677,2024-01-10
0.9296383625546834,0.9447907633690914,0.9226645231570875,0.928084159729823,0.11594539447473438,2024-01-11
0.9240343559374931,0.9253051038268004,0.9342056441273087,0.9339077965503639,0.07772945084116016,2024-01-12
0.9148460374609098,0.9364687865778106,0.9311415621674114,0.9322731851049133,0.13496091901398377,2024-01-16
0.9095954728738249,0.9118071523565426,0.9054787926371092,0.9201149972853271,0.12049512120498422,2024-01-17
0.914946852595721,0.9338806922120985,0.9341047620565827,0.9415702535248762,0.13141600614554283,2024-01-18
0.9438749552671799,0.9587957208303314,0.9587995536139614,0.9720161866401671,0.22280894449421434,2024-01-19
0.9681590478372726,0.9788399710589085,0.976741489314587,0.9693602177263518,0.16390902307440025,2024-01-22
0.9581626814346071,0.9671179919891068,0.9728103233168984,0.9792702261976385,0.07899399753033702,2024-01-23
0.9841122224064378,0.9946212404305815,0.9995210698485798,0.9963324053164584,0.13546827847761345,2024-01-24
0.9987532655737015,1.0269957991480343,1.0134309802380512,1.0299456924127126,0.16023204266661972,2024-01-25
1.0101630502014358,1.020399279403836,1.029356824602111,1.0314782779853437,0.1382141827330497,2024-01-26
1.0179378425991534,1.0314613687626797,1.0305662762446177,1.0422059061051183,0.15378494562119066,2024-01-29
1.0216738413234008,1.029837634949391,1.0291048035537242,1.0239180038465323,0.216182455707849,2024-01-30
0.9346365623768638,0.933931659465319,0.9159618468620409,0.9089789517485116,0.40690669208233093,2024-01-31
0.9174713555559129,0.9240872221924171,0.9231181450779914,0.9182761771313559,0.2046045347590758,2024-02-01
